season,team,logo,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential,team_name,home_stadium,location,state,lat,long,mascot,live_mascots,conference,division,superbowl_wins,year_est
2011,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5091210613598675,3567,1635,5.9154228855721405,4.313984168865437,4875,8.895985401459853,1730,5.635179153094462,603,379,23,4,4,-78.18487044,-11.15162836,-0.129659818,-0.029423822,-2.257844224,-0.023637395,-0.003744352,-6.24E-05,0.3980099502487563,0.4195250659630606,0.5492730210016153,3696,2002,5.970920840064624,4.361655773420479,5436,9.4375,1567,4.608823529411765,619,459,10,7,2,-17.04398087,-11.38817163,-0.027534703,-0.024810831,-0.622418825,-0.779324633,-0.001005523,-0.001697875,0.4071082390953149,0.4248366013071895,312,348,8,8,0,-36,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2012,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.506766917293233,3005,1207,4.518796992481203,3.4683908045977,4862,8.009884678747943,1363,4.044510385756676,665,348,21,7,3,-192.0261502,-72.20987846,-0.288761128,-0.207499651,-4.541653036,-2.053234496,-0.006829553,-0.005900099,0.3684210526315791,0.3103448275862068,0.5046728971962617,3215,2210,6.0093457943925275,4.528688524590162,4861,9.820202020202018,1491,5.52222222222222,535,488,22,6,2,-74.07139811,-36.92457254,-0.138451211,-0.075665108,-2.666450598,0.102132687496977,-0.00498402,0.0002092882940511721,0.4018691588785047,0.3893442622950819,250,357,5,11,0,-107,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2013,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5883306320907618,4002,1562,6.486223662884929,3.875930521091811,5284,9.221640488656195,1756,4.83746556473829,617,403,22,5,4,1.4972814260234255,-38.47540984,0.0024267121977696,-0.095472481,-0.248341151,-0.399522243,-0.000402498,-0.00099137,0.4489465153970826,0.3424317617866005,0.5485799701046338,3730,1363,5.575485799701043,3.765193370165745,4852,7.813204508856689,1934,5.269754768392368,669,362,20,6,2,-49.65879907,-55.80230882,-0.074228399,-0.154150024,-0.619163965,-1.331584815,-0.000925507,-0.003678411,0.4289985052316889,0.361878453038674,379,324,10,6,0,55,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2014,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5351170568561874,3810,1328,6.371237458193981,3.4493506493506496,6028,10.612676056338032,1604,5.012499999999998,598,385,12,3,2,8.34269535903222,-56.74323915,0.0139509955836658,-0.147385037,1.12363139062781,-0.849186877,0.0018789822585749,-0.00220568,0.3963210702341136,0.3454545454545453,0.595432300163132,4152,1752,6.773246329526915,4.5625,4695,8.122837370242214,2269,6.2164383561643834,613,384,18,5,1,-18.64343194,-30.77926299,-0.030413429,-0.080154331,-0.722983151,-0.888530864,-0.001179418,-0.002313882,0.430668841761827,0.3567708333333334,310,299,11,5,0,11,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2015,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.6054888507718694,4616,1946,7.917667238421956,4.611374407582938,6084,10.942446043165468,1782,5.048158640226628,583,422,13,5,4,128.48188182970222,-14.53998353,0.2203805863288205,-0.034454937,3.627943669231412,-0.560215108,0.0062228879403626,-0.001327524,0.5060034305317322,0.4146919431279621,0.5604575163398694,3691,1467,6.031045751633987,4.008196721311475,4591,8.040280210157619,2043,5.956268221574342,612,366,19,7,5,-41.47430718,-60.24142054,-0.067768476,-0.164594045,0.0617349476802338,-1.22294446,0.000100874097516721,-0.003341378,0.4199346405228757,0.3688524590163934,489,313,13,3,0,176,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2016,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.556686046511628,4138,1739,6.014534883720932,4.436224489795919,6204,9.64852255054432,1747,4.561357702349869,688,392,17,6,5,6.472781278627183,-29.5723827,0.0094081123235857,-0.075439752,0.977123488925214,-0.555783008,0.0014202376292517,-0.001417814,0.4563953488372093,0.4209183673469386,0.5771812080536914,3367,1530,5.649328859060402,3.7046004842614986,4418,8.076782449725771,1803,5.24127906976744,596,413,14,7,4,-41.74559473,-55.32814525,-0.070042944,-0.133966453,1.009578901165372,-0.79830322,0.0016939243308143,-0.001932938,0.4278523489932884,0.3753026634382566,418,362,7,8,1,56,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2017,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5207373271889403,3642,1400,5.594470046082945,3.5443037974683542,5807,9.726968174204352,1457,4.2979351032448365,651,395,18,4,3,-92.18776183,-73.84155206,-0.141609465,-0.186940638,-1.259419429,-1.730118109,-0.001934592,-0.004380046,0.3978494623655912,0.3341772151898734,0.5688225538971808,3541,1443,5.872305140961858,3.589552238805969,4686,8.338078291814945,1667,4.8600583090379015,603,402,15,4,1,-40.6950881,-59.50716324,-0.067487708,-0.148027769,-1.490010279,-1.159000407,-0.002470995,-0.002883086,0.4328358208955224,0.3159203980099501,295,361,8,8,0,-66,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2018,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5164233576642335,2525,1352,4.607664233576642,3.8850574712643686,3979,8.054655870445345,1254,4.4310954063604235,548,348,18,8,2,-174.3266681,-54.08855281,-0.318114358,-0.155426876,-2.929823179,-0.874518731,-0.005346393,-0.002512985,0.3558394160583941,0.3304597701149425,0.6151079136690646,3264,2496,5.870503597122298,4.972111553784864,3500,6.972111553784862,1857,5.42982456140351,556,502,7,8,1,5.791201147930512,25.513359189804603,0.0104158294027526,0.0508234246808858,-0.046232293,0.5418107244513394,-8.32E-05,0.0010793042319747,0.487410071942446,0.444223107569721,225,425,3,13,0,-200,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2019,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.5887230514096186,3483,2007,5.776119402985074,5.212987012987012,4195,7.627272727272729,1880,5.295774647887321,603,385,12,4,2,-8.507004165,14.728624983552326,-0.014107801,0.0382561687884476,1.2889043536070337,0.5443078413652198,0.0021374864902272,0.0014137866009486,0.4262023217247097,0.4311688311688312,0.6598746081504703,4510,1932,7.06896551724138,4.5034965034965015,4592,7.691792294807367,2270,5.391923990498814,638,429,7,7,2,130.19925410695785,-28.01722103,0.2040740659983667,-0.065308208,4.217260115066313,0.3939707573202716,0.0066101255722042,0.0009183467536603008,0.4984326018808778,0.407925407925408,361,442,5,10,1,-81,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2020,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.6471571906354515,3916,2257,6.548494983277595,4.802127659574469,4460,7.865961199294533,1870,4.832041343669251,598,470,13,7,1,7.007549498700592,33.79858934203482,0.0117183101984957,0.0719118922170957,0.390037569541941,1.3667640451051437,0.0006522367383644681,0.0029080086066067,0.4732441471571906,0.429787234042553,0.5915721231766614,3623,2017,5.871961102106971,4.6906976744186055,4308,7.584507042253521,2070,5.671232876712329,617,430,11,5,2,12.91069827600124,-5.786440546,0.0209249566871982,-0.013456838,0.4894431445204894,0.4386642721695976,0.0007932627950088888,0.0010201494701618,0.4570502431118313,0.4372093023255812,410,367,8,8,0,43,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2021,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.6556082148499208,4276,2096,6.755134281200626,4.375782881002087,4413,7.467005076142133,2263,5.453012048192771,633,479,11,2,1,75.85632017426477,5.430284425267216,0.1198362088061051,0.0113367106999316,2.2109995152243087,0.5547978077614902,0.0034928902294222,0.0011582417698569,0.4928909952606634,0.4342379958246346,0.6086235489220565,3651,1956,6.054726368159202,4.635071090047396,4040,7.227191413237923,1700,4.632152588555859,603,422,13,10,4,-17.62098445,-32.45169575,-0.029222196,-0.076899753,0.7854407728971445,-0.41644966,0.0013025551789339,-0.000986848,0.4577114427860697,0.4218009478672986,449,366,11,6,0,83,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
2022,Arizona Cardinals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-arizona-cardinals-team-logo-2-768x768.png,0.6072931276297335,3632,1884,5.0939691444600275,4.391608391608391,4599,6.968181818181817,2058,4.752886836027714,713,429,17,3,4,-94.21642728,-6.399366989,-0.132140852,-0.014916939,-1.552550899,-0.319735935,-0.002177491,-0.000745305,0.3927068723702663,0.428904428904429,0.6561014263074485,3917,2033,6.207606973058641,4.738927738927738,3416,5.7605396290050646,2559,6.1811594202898545,631,429,11,5,4,19.98268069766985,-3.340873996,0.0316682736888589,-0.007787585,0.9648725255482736,1.0985720811623587,0.0015291165222635,0.0025607740819635,0.5087163232963552,0.4358974358974357,340,449,4,13,0,-109,Arizona Cardinals,State Farm Stadium,"Glendale, Arizona",Arizona,33.527283,-112.263275,Big Red,,NFC,West,0,1898
1999,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5036630036630036,3317,1176,6.075091575091577,3.195652173913043,0,,11,11,546,368,18,7,6,-27.66662907,-78.8831732,-0.050671482,-0.214356449,-1.867335725,-1.88291411,-0.003420029,-0.005116614,0.4029304029304029,0.328804347826087,0.5410821643286573,3129,2057,6.270541082164328,4.285416666666667,0,,0,,499,480,11,1,4,25.42130325655263,-22.01432202,0.0509444955041136,-0.045863171,-0.337427632,-0.817869782,-0.000676208,-0.001703895,0.4028056112224448,0.3812500000000001,285,380,5,11,0,-95,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2000,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.4929824561403508,2753,1186,4.829824561403506,3.4476744186046515,0,,0,,570,344,20,6,5,-139.4599034,-68.52308512,-0.244666497,-0.199195015,-3.954575759,-1.99980528,-0.006937852,-0.005813387,0.3736842105263158,0.3401162790697675,0.55637707948244,3597,1976,6.648798521256929,4.362030905077264,0,,0,,541,453,15,5,3,40.79553923055249,-20.40988114,0.0754076510731098,-0.045054925,-0.954632786,-0.319578524,-0.001764571,-0.000705471,0.4436229205175599,0.3708609271523178,252,413,4,12,0,-161,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2001,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5054545454545454,3310,1763,6.018181818181817,4.025114155251141,0,,0,,550,438,17,8,3,-28.92574241,-36.82205818,-0.052592259,-0.084068626,-0.342652254,-1.439652476,-0.000623004,-0.003286878,0.4181818181818182,0.3493150684931507,0.5996376811594203,3902,1943,7.068840579710145,4.797530864197531,0,,0,,552,405,18,4,5,78.09150031867469,-16.82818386,0.1414701092729612,-0.041551071,0.6946740751746807,-0.666949871,0.0012584675274903,-0.00164679,0.4565217391304347,0.3629629629629629,291,377,7,9,0,-86,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2002,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5203883495145629,3167,2367,6.149514563106797,4.632093933463797,0,,0,,515,511,12,7,6,19.87304759650844,2.5149664028111225,0.0385884419349677,0.0049216563655793,-0.841679999,0.2004828996649115,-0.00163433,0.0003923344416143139,0.4019417475728156,0.4266144814090018,0.5062166962699821,3291,2052,5.845470692717585,4.684931506849314,0,,0,,563,438,24,7,6,-34.37017915,-24.58492425,-0.061048276,-0.056129964,0.7136423469229898,-0.561899678,0.0012675707760621,-0.001282876,0.4031971580817051,0.3858447488584474,402,314,9,6,1,88,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2003,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.4646464646464646,2408,1963,4.864646464646464,4.66270783847981,0,,0,,495,421,21,3,2,-136.6701162,18.93048585782979,-0.276101245,0.044965524602921,-2.892802065,0.5036434651146502,-0.005844045,0.0011963027674932,0.3434343434343434,0.4275534441805226,0.5904936014625228,3804,2326,6.954296160877516,4.795876288659794,0,,0,,547,485,15,7,9,53.98746146978348,-13.42255712,0.0986973701458563,-0.027675376,-0.360839535,0.6352674429168272,-0.00065967,0.0013098297792099,0.4533820840950641,0.4041237113402061,299,422,5,11,0,-123,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2004,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.4887387387387386,2412,2692,5.432432432432435,5.299212598425196,0,,0,,444,508,16,9,4,-95.7932244,54.17079541882948,-0.215750505,0.106635424052814,-1.669871501,1.2639327642379576,-0.003760972,0.0024880566225156,0.367117117117117,0.4389763779527559,0.578483245149912,3528,1692,6.2222222222222205,4,0,,0,,567,423,19,6,6,-7.196021743,-20.49114066,-0.012691396,-0.048442413,-1.777138994,-1.104713411,-0.003134284,-0.002611616,0.4656084656084657,0.4231678486997635,340,337,11,5,0,3,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2005,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5,2678,2575,5.421052631578948,5.019493177387913,0,,0,,494,513,13,8,4,-31.85277651,13.889831994380678,-0.064479305,0.027075695895479,-0.621347768,0.8681204515306724,-0.001257789,0.0016922425955763,0.402834008097166,0.4132553606237819,0.5704099821746881,3137,2073,5.591800356506237,4.843457943925235,0,,0,,561,428,16,10,3,-36.94412622,11.570428126462286,-0.065854057,0.0270337105758464,-0.854669977,0.2607044013955649,-0.001523476,0.0006091224331672159,0.4491978609625668,0.4602803738317758,351,341,8,8,0,10,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2006,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.4795698924731183,2371,2946,5.098924731182797,5.5584905660377375,4698,11.266187050359711,942,4.2242152466367715,465,530,15,2,3,-77.98854222,27.468924290569333,-0.167717295,0.05182815903881,-1.01141946,0.6499608132130703,-0.002175096,0.0012263411570057,0.3698924731182796,0.4226415094339623,0.5828779599271403,3663,1668,6.672131147540981,3.816933638443937,4245,8.291015625,1437,4.504702194357368,549,437,12,6,6,30.759275682183713,-53.5693779,0.0560278245577117,-0.122584389,1.3976262032785391,-0.721301524,0.0025457672190865,-0.001650576,0.4644808743169398,0.3592677345537757,292,328,7,9,0,-36,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2007,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5581395348837209,3303,1527,5.486710963455147,4.03968253968254,3921,7.064864864864866,1705,5.074404761904763,602,378,16,5,3,-91.63352187,-60.12527568,-0.152215153,-0.159061576,-1.323584677,-1.578501468,-0.002198646,-0.00417593,0.3970099667774086,0.3253968253968254,0.608303249097473,3647,2058,6.583032490974729,4.425806451612903,4421,8.373106060606059,1523,4.519287833827893,554,465,16,8,1,22.74035310954764,-6.107290298,0.0410475687897974,-0.013133958,0.7974725099174723,-0.368127817,0.0014394810648329,-0.000791673,0.46028880866426,0.4172043010752689,259,414,4,12,0,-155,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2008,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.588888888888889,3338,2461,7.417777777777776,4.548983364140483,3986,9.226851851851851,1325,5,450,541,11,4,3,60.351082907225475,-0.735619913,0.1341135175716121,-0.001359741,2.1145475183536155,0.3939142386494233,0.0046989944852302,0.0007281224374296309,0.4644444444444446,0.3918669131238447,0.5613126079447323,3526,2039,6.089810017271156,4.9610705596107065,4605,8.465073529411763,1489,4.581538461538461,579,411,10,4,2,15.356453215745017,4.867243685334744,0.0265223717024957,0.0118424420567754,0.699937702316251,-0.095367944,0.0012088734064183,-0.000232039,0.4507772020725389,0.4233576642335766,391,325,11,5,0,66,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2009,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5617597292724197,3571,1891,6.042301184433161,4.337155963302754,4732,8.419928825622776,1520,4.578313253012048,591,436,17,4,3,45.900105529276125,-8.672070606,0.077665153179824,-0.01989007,1.483729055617146,-0.137607014,0.0025105398572202,-0.000315612,0.4568527918781726,0.389908256880734,0.5957446808510637,3873,1717,6.867021276595741,4.05910165484634,4626,8.630597014925375,1595,4.747023809523808,564,423,15,5,6,55.02257229433789,-46.04035696,0.0975577522949255,-0.108842451,1.4358334124751098,-1.055232633,0.0025458039228282,-0.00249464,0.4734042553191488,0.3995271867612291,363,325,9,7,0,38,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2010,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5996677740863786,3571,1911,5.931893687707641,3.981249999999999,4805,8.342013888888891,1366,3.78393351800554,602,480,9,4,4,87.67457938253422,-28.50523652,0.1456388361836118,-0.059385909,2.536664705884641,-0.783592551,0.0042137287473166,-0.001632484,0.4634551495016611,0.3645833333333333,0.6148648648648649,3627,1700,6.12668918918919,4.72222222222222,4520,8.100358422939069,1790,4.917582417582417,592,360,22,1,6,-18.45298004,-35.81265645,-0.031170574,-0.099479601,0.1337770956435179,-1.308956437,0.00022597482372216943,-0.00363599,0.4577702702702703,0.3694444444444448,414,288,13,3,0,126,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2011,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.5944625407166122,4192,1863,6.827361563517919,4.302540415704389,5328,9.092150170648464,1786,4.893150684931507,614,433,13,4,3,72.37762347586063,-29.94859396,0.1178788655958649,-0.069165344,1.3861713425203277,-0.068049399,0.0022576080497073,-0.000157158,0.4641693811074917,0.3810623556581985,0.5743243243243241,3788,1556,6.398648648648651,4.228260869565217,4973,8.92818671454219,1701,5.00294117647059,592,368,19,4,4,6.910233994155483,-38.85118887,0.0116726925576947,-0.105573883,0.288158491000242,-0.316383136,0.0004867542077706853,-0.000859737,0.4510135135135135,0.3532608695652173,402,350,10,6,0,52,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2012,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.6552795031055899,4509,1411,7.001552795031054,3.8551912568306017,5004,8.149837133550488,2061,4.895486935866983,644,366,14,2,2,135.48378541648236,-50.95355697,0.2103785487833581,-0.139217369,3.1098092989735604,-0.022473953,0.0048288964269775,-6.14E-05,0.5201863354037266,0.3524590163934425,0.5800344234079174,3878,1975,6.674698795180725,4.852579852579854,4703,8.535390199637025,1739,5.160237388724035,581,407,20,5,6,-18.29773033,-13.48455344,-0.031493512,-0.033131581,-0.410454293,-0.409258304,-0.000706462,-0.001005549,0.4406196213425128,0.4176904176904177,419,299,13,3,0,120,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2013,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.6324786324786327,4253,1263,6.058404558404556,4.0222929936305745,4482,6.821917808219177,2132,4.812641083521448,702,314,17,8,1,18.054189896628515,-22.49373184,0.0257182192259671,-0.071636089,-0.892408377,-1.15821326,-0.001271237,-0.003688577,0.4615384615384614,0.3885350318471337,0.6222627737226277,3897,2184,7.11131386861314,4.907865168539327,4554,8.859922178988327,1894,5.554252199413488,548,445,10,8,2,81.3828852963161,14.01399211020378,0.1485089147742992,0.0314921171015813,1.395537788250071,0.5504740231972117,0.002546601803376,0.0012370202768476,0.478102189781022,0.4067415730337079,353,443,4,12,0,-90,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
2014,Atlanta Falcons,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-atlanta-falcons-team-logo-2-768x768.png,0.6342943854324736,4555,1502,6.9119878603945395,4.070460704607047,4896,7.821086261980826,2099,5.021531100478469,659,369,15,7,2,53.91373324881428,-44.22989916,0.0818114313335576,-0.119864225,1.6118492967272269,-0.084016756,0.0024459018159745,-0.000227688,0.4916540212443095,0.3523035230352304,0.6157804459691252,4482,1910,7.687821612349913,4.331065759637188,5186,9.29390681003584,2073,5.774373259052921,583,441,16,5,3,80.89452495854584,0.3290678748630045,0.1387556174246068,0.0007461856572856993,3.08717794652799,0.8946830197193669,0.0052953309545934,0.0020287596819033,0.5180102915951973,0.4058956916099773,381,417,6,10,0,-36,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, Georgia",Georgia,33.755489,-84.401993,Freddie Falcon,,NFC,South,0,1965
